"Year","Month","Day","Hour","AirQualityStationEoICode","AirPollutant","Concentration"
2017,7,2,0,"CZ0TBKR","PM10",5.09999999
2017,7,3,0,"CZ0TBKR","PM10",8.59999999
2017,7,4,0,"CZ0TBKR","PM10",11.1
2017,7,5,0,"CZ0TBKR","PM10",9.3
2017,7,6,0,"CZ0TBKR","PM10",12.6
2017,7,8,0,"CZ0TBKR","PM10",15.1
2017,7,9,0,"CZ0TBKR","PM10",11.6
2017,7,10,0,"CZ0TBKR","PM10",15.9
2017,7,11,0,"CZ0TBKR","PM10",4.79999999
2017,7,12,0,"CZ0TBKR","PM10",9.19999999
2017,7,14,0,"CZ0TBKR","PM10",16.1
2017,7,15,0,"CZ0TBKR","PM10",10.69999999
2017,7,16,0,"CZ0TBKR","PM10",10.5
2017,7,17,0,"CZ0TBKR","PM10",9.59999999
2017,7,18,0,"CZ0TBKR","PM10",12.5
2017,7,20,0,"CZ0TBKR","PM10",21.19999999
2017,7,21,0,"CZ0TBKR","PM10",6.9
2017,7,22,0,"CZ0TBKR","PM10",14
2017,7,23,0,"CZ0TBKR","PM10",8.8
2017,7,24,0,"CZ0TBKR","PM10",9.09999999
2017,7,26,0,"CZ0TBKR","PM10",6.29999999
2017,7,27,0,"CZ0TBKR","PM10",5.2
2017,7,28,0,"CZ0TBKR","PM10",10.3
2017,7,29,0,"CZ0TBKR","PM10",10.19999999
2017,7,30,0,"CZ0TBKR","PM10",14.4
2017,8,1,0,"CZ0TBKR","PM10",21.6
2017,8,2,0,"CZ0TBKR","PM10",16.69999999
2017,8,3,0,"CZ0TBKR","PM10",17.6
2017,8,4,0,"CZ0TBKR","PM10",13.69999999
2017,8,5,0,"CZ0TBKR","PM10",12
2017,8,7,0,"CZ0TBKR","PM10",9.69999999
2017,8,8,0,"CZ0TBKR","PM10",4.59999999
2017,8,9,0,"CZ0TBKR","PM10",24.69999999
2017,8,10,0,"CZ0TBKR","PM10",18.3
2017,8,11,0,"CZ0TBKR","PM10",21.19999999
2017,8,13,0,"CZ0TBKR","PM10",14.3
2017,8,14,0,"CZ0TBKR","PM10",4.9
2017,8,15,0,"CZ0TBKR","PM10",14.69999999
2017,8,16,0,"CZ0TBKR","PM10",14.19999999
2017,8,17,0,"CZ0TBKR","PM10",27.1
2017,8,19,0,"CZ0TBKR","PM10",8.69999999
2017,8,20,0,"CZ0TBKR","PM10",2.89999999
2017,8,21,0,"CZ0TBKR","PM10",11
2017,8,22,0,"CZ0TBKR","PM10",8.3
