"Year","Month","Day","Hour","AirQualityStationEoICode","AirPollutant","Concentration"
2013,1,1,0,"CZ0HVEL","PM10",35
2013,1,2,0,"CZ0HVEL","PM10",24
2013,1,3,0,"CZ0HVEL","PM10",14
2013,1,4,0,"CZ0HVEL","PM10",8
2013,1,5,0,"CZ0HVEL","PM10",14
2013,1,6,0,"CZ0HVEL","PM10",12
2013,1,7,0,"CZ0HVEL","PM10",29
2013,1,8,0,"CZ0HVEL","PM10",56
2013,1,9,0,"CZ0HVEL","PM10",30
2013,1,11,0,"CZ0HVEL","PM10",9
2013,1,12,0,"CZ0HVEL","PM10",15
2013,1,13,0,"CZ0HVEL","PM10",31
2013,1,14,0,"CZ0HVEL","PM10",49
2013,1,15,0,"CZ0HVEL","PM10",51
2013,1,16,0,"CZ0HVEL","PM10",43
2013,1,17,0,"CZ0HVEL","PM10",29
2013,1,18,0,"CZ0HVEL","PM10",34
2013,1,19,0,"CZ0HVEL","PM10",54
2013,1,20,0,"CZ0HVEL","PM10",48
2013,1,21,0,"CZ0HVEL","PM10",81
2013,1,22,0,"CZ0HVEL","PM10",89
2013,1,23,0,"CZ0HVEL","PM10",90
2013,1,24,0,"CZ0HVEL","PM10",101
2013,1,26,0,"CZ0HVEL","PM10",55
2013,1,27,0,"CZ0HVEL","PM10",57
2013,1,28,0,"CZ0HVEL","PM10",87
2013,1,29,0,"CZ0HVEL","PM10",21
2013,1,30,0,"CZ0HVEL","PM10",15
2013,1,31,0,"CZ0HVEL","PM10",9
2013,2,1,0,"CZ0HVEL","PM10",14
2013,2,2,0,"CZ0HVEL","PM10",7
2013,2,3,0,"CZ0HVEL","PM10",8
2013,2,4,0,"CZ0HVEL","PM10",9
2013,2,5,0,"CZ0HVEL","PM10",10
2013,2,7,0,"CZ0HVEL","PM10",25
2013,2,8,0,"CZ0HVEL","PM10",36
2013,2,9,0,"CZ0HVEL","PM10",25
2013,2,10,0,"CZ0HVEL","PM10",26
2013,2,11,0,"CZ0HVEL","PM10",29
2013,2,12,0,"CZ0HVEL","PM10",39
2013,2,13,0,"CZ0HVEL","PM10",60
2013,2,14,0,"CZ0HVEL","PM10",51
2013,2,15,0,"CZ0HVEL","PM10",83
2013,2,16,0,"CZ0HVEL","PM10",83
2013,2,17,0,"CZ0HVEL","PM10",61
2013,2,18,0,"CZ0HVEL","PM10",43
2013,2,19,0,"CZ0HVEL","PM10",17
2013,2,20,0,"CZ0HVEL","PM10",17
2013,2,21,0,"CZ0HVEL","PM10",33
2013,2,23,0,"CZ0HVEL","PM10",27
2013,2,24,0,"CZ0HVEL","PM10",37
2013,2,25,0,"CZ0HVEL","PM10",36
2013,2,26,0,"CZ0HVEL","PM10",18
2013,2,27,0,"CZ0HVEL","PM10",35
2013,2,28,0,"CZ0HVEL","PM10",36
2013,3,1,0,"CZ0HVEL","PM10",20
2013,3,2,0,"CZ0HVEL","PM10",39
